Cliente;grupo;tipo;tamanho;desconto ;skus_sem1;skus_sem2;skus_sem3;fat_sem1;fat_sem2;fat_sem3;marg_sem1;marg_sem2;marg_sem3;;;;;
027704;;Autocentro;Grande;;;;;;;;;;;;;;;
027707;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027708;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027715;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027722;;Varejo;Grande;;;;;;;;;;;;;;;
027725;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027727;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027728;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027734;;Autocentro;Grande;;;;;;;;;;;;;;;
027739;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027744;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027761;;Autocentro;Grande;;;;;;;;;;;;;;;
027770;;Varejo;Pequeno;;;;;;;;;;;;;;;
027786;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027791;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027802;;Varejo;Pequeno;;;;;;;;;;;;;;;
027804;;Autocentro;Grande;;;;;;;;;;;;;;;
027806;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027812;;Não qualificado;;;;;;;;;;;;;;;;
027815;;Autocentro;Grande;;;;;;;;;;;;;;;
027831;;Autocentro;Grande;;;;;;;;;;;;;;;
027846;;Autocentro;Pequeno;;;;;;;;;;;;;;;
027918;;Não qualificado;;;;;;;;;;;;;;;;
027939;;Varejo;Pequeno;;;;;;;;;;;;;;;
027942;;Autocentro;Grande;;;;;;;;;;;;;;;
027956;;Autocentro;Grande;;;;;;;;;;;;;;;
027964;;Autocentro;Grande;;;;;;;;;;;;;;;
027968;;Autocentro;Grande;;;;;;;;;;;;;;;
027974;;Autocentro;Grande;;;;;;;;;;;;;;;
027978;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028001;;Não qualificado;;;;;;;;;;;;;;;;
028011;;Varejo;Pequeno;;;;;;;;;;;;;;;
028014;;Autocentro;Grande;;;;;;;;;;;;;;;
028015;;Autocentro;Grande;;;;;;;;;;;;;;;
028016;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028020;;Autocentro;Grande;;;;;;;;;;;;;;;
028022;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028023;;Autocentro;Grande;;;;;;;;;;;;;;;
028025;;Autocentro;Grande;;;;;;;;;;;;;;;
028031;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028032;;Autocentro;Grande;;;;;;;;;;;;;;;
028033;;Não qualificado;;;;;;;;;;;;;;;;
028035;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028036;;Autocentro;Grande;;;;;;;;;;;;;;;
028038;;Autocentro;Grande;;;;;;;;;;;;;;;
028040;;Não qualificado;;;;;;;;;;;;;;;;
028048;;Não qualificado;;;;;;;;;;;;;;;;
028049;;Autocentro;Grande;;;;;;;;;;;;;;;
028051;;Varejo;Grande;;;;;;;;;;;;;;;
028059;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028060;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028061;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028062;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028076;;Não qualificado;;;;;;;;;;;;;;;;
028079;;Varejo;Grande;;;;;;;;;;;;;;;
028091;;Varejo;Grande;;;;;;;;;;;;;;;
028129;;Autocentro;Grande;;;;;;;;;;;;;;;
028172;;Varejo;Grande;;;;;;;;;;;;;;;
028232;;Varejo;Grande;;;;;;;;;;;;;;;
028262;;Não qualificado;;;;;;;;;;;;;;;;
028270;;Varejo;Grande;;;;;;;;;;;;;;;
028321;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028325;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028347;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028374;;Varejo;Pequeno;;;;;;;;;;;;;;;
028387;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028393;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028395;;Autocentro;Grande;;;;;;;;;;;;;;;
028396;;Varejo;Pequeno;;;;;;;;;;;;;;;
028408;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028419;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028421;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028435;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028444;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028449;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028465;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028468;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028470;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028472;;Autocentro;Grande;;;;;;;;;;;;;;;
028475;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028480;;Autocentro;Grande;;;;;;;;;;;;;;;
028490;;Autocentro;Grande;;;;;;;;;;;;;;;
028492;;Não qualificado;;;;;;;;;;;;;;;;
028546;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028603;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028758;;Autocentro;Pequeno;;;;;;;;;;;;;;;
028866;;Autocentro;Grande;;;;;;;;;;;;;;;
028867;;Autocentro;Grande;;;;;;;;;;;;;;;
028877;;Autocentro;Pequeno;;;;;;;;;;;;;;;
029215;;Varejo;Grande;;;;;;;;;;;;;;;
029248;;Autocentro;Pequeno;;;;;;;;;;;;;;;
029256;;Autocentro;Pequeno;;;;;;;;;;;;;;;
029289;;Autocentro;Pequeno;;;;;;;;;;;;;;;
029440;;Não qualificado;;;;;;;;;;;;;;;;
029490;;Autocentro;Pequeno;;;;;;;;;;;;;;;
029595;;Autocentro;Pequeno;;;;;;;;;;;;;;;
029625;;Varejo;Grande;;;;;;;;;;;;;;;
029684;;Autocentro;Grande;;;;;;;;;;;;;;;
029791;;Autocentro;Grande;;;;;;;;;;;;;;;
029851;;Autocentro;Grande;;;;;;;;;;;;;;;
029978;;Não qualificado;;;;;;;;;;;;;;;;
029998;;Autocentro;Grande;;;;;;;;;;;;;;;
I0386;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I0407;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I0422;;Não qualificado;;;;;;;;;;;;;;;;
I0431;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I0457;;Não qualificado;;;;;;;;;;;;;;;;
I0471;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I0475;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I0493;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I0623;;Varejo;Grande;;;;;;;;;;;;;;;
I0705;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I0872;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I0968;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1257;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1511;;Autocentro;Grande;;;;;;;;;;;;;;;
I1513;;Varejo;Grande;;;;;;;;;;;;;;;
I1514;;Autocentro;Grande;;;;;;;;;;;;;;;
I1525;;Varejo;Grande;;;;;;;;;;;;;;;
I1526;;Varejo;Grande;;;;;;;;;;;;;;;
I1530;;Varejo;Grande;;;;;;;;;;;;;;;
I1534;;Varejo;Grande;;;;;;;;;;;;;;;
I1535;;Autocentro;Grande;;;;;;;;;;;;;;;
I1539;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1544;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1545;;Não qualificado;;;;;;;;;;;;;;;;
I1550;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1552;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1558;;Autocentro;Grande;;;;;;;;;;;;;;;
I1559;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1564;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1568;;Varejo;Grande;;;;;;;;;;;;;;;
I1570;;Varejo;Grande;;;;;;;;;;;;;;;
I1575;;Não qualificado;;;;;;;;;;;;;;;;
I1577;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1578;;Autocentro;Grande;;;;;;;;;;;;;;;
I1581;;Varejo;Grande;;;;;;;;;;;;;;;
I1585;;Varejo;Grande;;;;;;;;;;;;;;;
I1587;;Varejo;Grande;;;;;;;;;;;;;;;
I1590;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1597;;Varejo;Grande;;;;;;;;;;;;;;;
I1604;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1616;;Varejo;Grande;;;;;;;;;;;;;;;
I1620;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1624;;Autocentro;Grande;;;;;;;;;;;;;;;
I1635;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1653;;Varejo;Grande;;;;;;;;;;;;;;;
I1656;;Não qualificado;;;;;;;;;;;;;;;;
I1657;;Varejo;Grande;;;;;;;;;;;;;;;
I1658;;Autocentro;Grande;;;;;;;;;;;;;;;
I1659;;Varejo;Grande;;;;;;;;;;;;;;;
I1664;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1667;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1679;;Varejo;Grande;;;;;;;;;;;;;;;
I1681;;Não qualificado;;;;;;;;;;;;;;;;
I1691;;Autocentro;Grande;;;;;;;;;;;;;;;
I1701;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1719;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1781;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1792;;Varejo;Grande;;;;;;;;;;;;;;;
I1818;;Varejo;Grande;;;;;;;;;;;;;;;
I1819;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1829;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1840;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1850;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1875;;Autocentro;Grande;;;;;;;;;;;;;;;
I1888;;Varejo;Grande;;;;;;;;;;;;;;;
I1889;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1937;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I1946;;Autocentro;Grande;;;;;;;;;;;;;;;
I1950;;Varejo;Pequeno;;;;;;;;;;;;;;;
I1960;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2002;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2005;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2029;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2044;;Autocentro;Grande;;;;;;;;;;;;;;;
I2080;;Autocentro;Grande;;;;;;;;;;;;;;;
I2087;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2177;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2182;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2183;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2191;;Não qualificado;;;;;;;;;;;;;;;;
I2195;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2202;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2204;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2217;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2263;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2292;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2297;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2368;;Autocentro;Grande;;;;;;;;;;;;;;;
I2369;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2376;;Não qualificado;;;;;;;;;;;;;;;;
I2399;;Varejo;Grande;;;;;;;;;;;;;;;
I2400;;Autocentro;Grande;;;;;;;;;;;;;;;
I2403;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2426;;Autocentro;Grande;;;;;;;;;;;;;;;
I2448;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2450;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2465;;Autocentro;Grande;;;;;;;;;;;;;;;
I2482;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2491;;Não qualificado;;;;;;;;;;;;;;;;
I2521;;Autocentro;Grande;;;;;;;;;;;;;;;
I2523;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2536;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2556;;Autocentro;Grande;;;;;;;;;;;;;;;
I2571;;Varejo;Grande;;;;;;;;;;;;;;;
I2572;;Varejo;Grande;;;;;;;;;;;;;;;
I2574;;Varejo;Grande;;;;;;;;;;;;;;;
I2576;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2577;;Autocentro;Grande;;;;;;;;;;;;;;;
I2580;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2581;;Varejo;Grande;;;;;;;;;;;;;;;
I2583;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2588;;Autocentro;Grande;;;;;;;;;;;;;;;
I2590;;Varejo;Grande;;;;;;;;;;;;;;;
I2605;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2608;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2616;;Varejo;Grande;;;;;;;;;;;;;;;
I2617;;Autocentro;Grande;;;;;;;;;;;;;;;
I2620;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2630;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2634;;Varejo;Grande;;;;;;;;;;;;;;;
I2635;;Varejo;Grande;;;;;;;;;;;;;;;
I2637;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2639;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2640;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2641;;Autocentro;Grande;;;;;;;;;;;;;;;
I2643;;Autocentro;Grande;;;;;;;;;;;;;;;
I2651;;Não qualificado;;;;;;;;;;;;;;;;
I2652;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2661;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2664;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2667;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2671;;Autocentro;Grande;;;;;;;;;;;;;;;
I2724;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2769;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2781;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2793;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2798;;Autocentro;Grande;;;;;;;;;;;;;;;
I2809;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2826;;Autocentro;Grande;;;;;;;;;;;;;;;
I2835;;Varejo;Grande;;;;;;;;;;;;;;;
I2864;;Varejo;Grande;;;;;;;;;;;;;;;
I2865;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2873;;Varejo;Grande;;;;;;;;;;;;;;;
I2885;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2887;;Não qualificado;;;;;;;;;;;;;;;;
I2888;;Não qualificado;;;;;;;;;;;;;;;;
I2896;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2897;;Varejo;Grande;;;;;;;;;;;;;;;
I2898;;Autocentro;Grande;;;;;;;;;;;;;;;
I2901;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2903;;Varejo;Grande;;;;;;;;;;;;;;;
I2904;;Não qualificado;;;;;;;;;;;;;;;;
I2905;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2908;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2909;;Varejo;Pequeno;;;;;;;;;;;;;;;
I2911;;Varejo;Grande;;;;;;;;;;;;;;;
I2912;;Autocentro;Grande;;;;;;;;;;;;;;;
I2920;;Autocentro;Grande;;;;;;;;;;;;;;;
I2924;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2926;;Varejo;Grande;;;;;;;;;;;;;;;
I2930;;Varejo;Grande;;;;;;;;;;;;;;;
I2940;;Varejo;Grande;;;;;;;;;;;;;;;
I2942;;Autocentro;Grande;;;;;;;;;;;;;;;
I2944;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I2945;;Autocentro;Grande;;;;;;;;;;;;;;;
I2950;;Autocentro;Grande;;;;;;;;;;;;;;;
I2952;;Autocentro;Grande;;;;;;;;;;;;;;;
I2988;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3005;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3063;;Autocentro;Grande;;;;;;;;;;;;;;;
I3088;;Varejo;Grande;;;;;;;;;;;;;;;
I3092;;Varejo;Grande;;;;;;;;;;;;;;;
I3096;;Autocentro;Grande;;;;;;;;;;;;;;;
I3097;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3114;;Autocentro;Grande;;;;;;;;;;;;;;;
I3134;;Varejo;Grande;;;;;;;;;;;;;;;
I3136;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3150;;Varejo;Grande;;;;;;;;;;;;;;;
I3199;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3203;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3204;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3216;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3217;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3256;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3267;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3285;;Varejo;Grande;;;;;;;;;;;;;;;
I3357;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3392;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3512;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3513;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3524;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3565;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3643;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3657;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3677;;Autocentro;Grande;;;;;;;;;;;;;;;
I3694;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3713;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3784;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3797;;Autocentro;Grande;;;;;;;;;;;;;;;
I3875;;Autocentro;Grande;;;;;;;;;;;;;;;
I3878;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3881;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3882;;Autocentro;Grande;;;;;;;;;;;;;;;
I3886;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3897;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3898;;Autocentro;Grande;;;;;;;;;;;;;;;
I3899;;Autocentro;Grande;;;;;;;;;;;;;;;
I3900;;Autocentro;Grande;;;;;;;;;;;;;;;
I3901;;Autocentro;Grande;;;;;;;;;;;;;;;
I3913;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3915;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3926;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3938;;Autocentro;Grande;;;;;;;;;;;;;;;
I3940;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3957;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3964;;Autocentro;Grande;;;;;;;;;;;;;;;
I3966;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3969;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3973;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3979;;Autocentro;Grande;;;;;;;;;;;;;;;
I3981;;Autocentro;Grande;;;;;;;;;;;;;;;
I3982;;Varejo;Pequeno;;;;;;;;;;;;;;;
I3993;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3994;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3997;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I3998;;Autocentro;Grande;;;;;;;;;;;;;;;
I4003;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4005;;Autocentro;Grande;;;;;;;;;;;;;;;
I4006;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4022;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4024;;Autocentro;Grande;;;;;;;;;;;;;;;
I4025;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4036;;Varejo;Grande;;;;;;;;;;;;;;;
I4038;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4046;;Autocentro;Grande;;;;;;;;;;;;;;;
I4053;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4081;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4082;;Autocentro;Grande;;;;;;;;;;;;;;;
I4083;;Autocentro;Grande;;;;;;;;;;;;;;;
I4085;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4087;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4098;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4110;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4113;;Autocentro;Grande;;;;;;;;;;;;;;;
I4124;;Autocentro;Grande;;;;;;;;;;;;;;;
I4139;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4168;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4174;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4225;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4262;;Autocentro;Grande;;;;;;;;;;;;;;;
I4280;;Autocentro;Grande;;;;;;;;;;;;;;;
I4293;;Varejo;Grande;;;;;;;;;;;;;;;
I4294;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4295;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4296;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4322;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4327;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4374;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4376;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4379;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4392;;Varejo;Grande;;;;;;;;;;;;;;;
I4395;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4405;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4425;;Varejo;Grande;;;;;;;;;;;;;;;
I4427;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4436;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4437;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4444;;Varejo;Grande;;;;;;;;;;;;;;;
I4447;;Autocentro;Grande;;;;;;;;;;;;;;;
I4453;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4483;;Autocentro;Grande;;;;;;;;;;;;;;;
I4499;;Autocentro;Grande;;;;;;;;;;;;;;;
I4502;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4524;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4532;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4533;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4536;;Autocentro;Grande;;;;;;;;;;;;;;;
I4548;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4569;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4578;;Autocentro;Grande;;;;;;;;;;;;;;;
I4579;;Autocentro;Grande;;;;;;;;;;;;;;;
I4594;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4596;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4598;;Autocentro;Grande;;;;;;;;;;;;;;;
I4652;;Autocentro;Grande;;;;;;;;;;;;;;;
I4683;;Autocentro;Grande;;;;;;;;;;;;;;;
I4694;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4708;;Não qualificado;;;;;;;;;;;;;;;;
I4716;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4739;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4769;;Autocentro;Grande;;;;;;;;;;;;;;;
I4780;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4790;;Autocentro;Grande;;;;;;;;;;;;;;;
I4793;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4797;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4801;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4815;;Autocentro;Grande;;;;;;;;;;;;;;;
I4830;;Autocentro;Grande;;;;;;;;;;;;;;;
I4843;;Autocentro;Grande;;;;;;;;;;;;;;;
I4864;;Autocentro;Grande;;;;;;;;;;;;;;;
I4873;;Autocentro;Grande;;;;;;;;;;;;;;;
I4878;;Autocentro;Grande;;;;;;;;;;;;;;;
I4882;;Varejo;Grande;;;;;;;;;;;;;;;
I4887;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4889;;Varejo;Grande;;;;;;;;;;;;;;;
I4907;;Varejo;Grande;;;;;;;;;;;;;;;
I4923;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4926;;Autocentro;Grande;;;;;;;;;;;;;;;
I4935;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4953;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4968;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4974;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4976;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4986;;Autocentro;Grande;;;;;;;;;;;;;;;
I4988;;Varejo;Pequeno;;;;;;;;;;;;;;;
I4995;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I4996;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5021;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5022;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5023;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5024;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5028;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5033;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5048;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5050;;Varejo;Grande;;;;;;;;;;;;;;;
I5051;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5055;;Autocentro;Grande;;;;;;;;;;;;;;;
I5064;;Autocentro;Grande;;;;;;;;;;;;;;;
I5067;;Autocentro;Grande;;;;;;;;;;;;;;;
I5069;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5077;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5078;;Autocentro;Grande;;;;;;;;;;;;;;;
I5086;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5092;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5123;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5124;;Autocentro;Grande;;;;;;;;;;;;;;;
I5129;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5134;;Autocentro;Grande;;;;;;;;;;;;;;;
I5144;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5147;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5159;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5160;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5165;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5184;;Autocentro;Grande;;;;;;;;;;;;;;;
I5189;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5210;;Autocentro;Grande;;;;;;;;;;;;;;;
I5211;;Autocentro;Pequeno;;;;;;;;;;;;;;;
I5213;;Autocentro;Grande;;;;;;;;;;;;;;;
I5223;;Autocentro;Grande;;;;;;;;;;;;;;;
I5226;;Autocentro;Grande;;;;;;;;;;;;;;;
I5370;;Varejo;Pequeno;;;;;;;;;;;;;;;
I5374;;Varejo;Grande;;;;;;;;;;;;;;;
I5393;;Autocentro;Grande;;;;;;;;;;;;;;;
I5395;;Autocentro;Pequeno;;;;;;;;;;;;;;;
